管理組織名稱,地址門牌,使照號碼,核准日期,核准文號,證書編號
益欣築樂社區管理委員會,平鎮區龍南路654巷78號,(107)桃市都施使字第平00053號,107/06/07,'1070021862,'107010
鵬程V1社區管理委員會,八德區廣興一路8號,(104)桃市都建使字第德00681號,107/06/07,'1070020962,'107009
宜誠君匯社區管理委員會,大園區南港里13鄰園航路393號等,(105)桃市都施使字第園00657號,107/06/19,'1070015124,'107006
永達信管理負責人,蘆竹區南山路一段99號,(107)桃市都施使字第蘆00412號,107/06/15,'1070020440,'107007
時尚米蘭社區管理委員會,平鎮區頂好街7巷26號5樓,(105)桃市都施使字第平01490號,107/06/07,'1070021964,'107011
悅龍莊社區管理委員會,桃園區同德一街11號15樓,(103)桃縣工建使字第桃00773號,107/06/06,'1070033875,'107025
湯城世紀社區管理委員會,中壢區中華路一段743巷10號,(93)桃縣工建使字第蘆00038號共7筆使照,107/06/13,'1070032884,'107025
法蘭朶五期社區管理委員會,楊梅區秀才路921巷5弄1號,(106)桃市都施使字第楊01219號,107/06/01,'1070018196,'107009
八德仁愛社區管理負責人,八德區福興里1鄰廣興路109巷11號,(103)桃縣工建使字第德00627號,107/06/19,'1070022612,'107011
擁立公寓大廈管理負責人,龍潭區聖亭路八德段257號3樓,(106)桃市都施使字第龍01007號,107/06/14,'1070019226,'107008
美麗泉公寓大廈管理負責人,觀音區福三街52號15樓,(106)桃市都施使字第觀00266號,107/06/27,'1070015144,'107013
佐公園社區管理委員會,八德區福興里1鄰長興路78號,(103)桃縣工建使字第德01360號,107/06/11,'1070021565,'107010
韋瓦第社區管理委員會,蘆竹區大興八街9號,(105)桃市都施使字第蘆00623號,107/06/11,'1070019712,'107006
陽光經典管理負責人,楊梅區三民路57號,(105)桃市都施使字第楊00445號,107/06/07,'1070018747,'107008
吳玉秋管理負責人,八德區大義里永福街119號,(106)桃市都施使字第德00656號,107/07/20,'1070027220,'107012
溪雅圖社區管理委員會,大溪區美華里10鄰美山路二段1巷76號等,(105)桃市都施使字第溪01307號,107/07/13,'1070017367,'107001
山東大院社區管理委員會,中壢區山安路100巷10弄6號,(104)桃市都建使字第壢00375號,107/07/03,'1070037257,'107028
靚宅管理負責人,中壢區中華路一段611號,(107)桃市都施使字第壢00149號,107/07/03,'1070036872,'107027
西雅圖社區管理委員會,中壢區民溪七路35號11樓,(105)桃市都施使字第壢00340號,107/07/24,'1070041643,'107031
玉荷公寓大廈管理委員會,中壢區民溪三路135巷85號,(105)桃市都施使字第壢00872號,107/07/27,'1070042485,'107033
公卿世家社區大樓管理委員會,中壢區健行路127號,(105)桃市都施使字第壢00340號,107/07/16,'1070039217,'107029
中壢京采社區管理委員會,中壢區新興路236號,(104)桃市都建使字第壢01422號,107/07/25,'1070041751,'107032
一心公寓管理負責人,中壢區龍岡路3段243巷61號,(107)桃市都施使字第壢00319號,107/07/19,'1070040022,'107030
金陵蓉苑管理委員會,平鎮區金陵路二段408巷13號5樓,(104)桃市都建使字第平00551號,107/07/27,'1070029204,'107012
和居社區管理委員會,桃園區中正三街140巷30號6樓,(105)桃市都施使字第桃01018號,107/07/05,'1070040315,'107027
府上社區管理委員會,桃園區溫州街28號,(104)桃市工建使字第桃00212號,107/07/04,'1070039957,'107026
傳家寶23社區管理委員會,新屋區校前一街122巷8號,(106)桃市都施使字第屋01145號,107/07/16,'1070013854,'107002
峰墅社區管理負責人,新屋區新洲三街31號,(106)桃市都施使字第屋00386號,107/07/27,'1070015462,'107003
大清境朗社區管理委員會,龍潭區大昌路一段75巷133弄29號,(105)桃市都施使字第龍01242號,107/07/23,'1070023623,'107010
渴望芯墅社區管理委員會,龍潭區渴望二路99巷257弄10號,(106)桃市都施使字第龍01279號,107/07/26,'1070024280,'107011
福樺閱社區管理委員會,龜山區文化里31鄰文興路222號,(105)桃市都施使字第龜00782號,107/07/16,'1070024179,'107017
長興園區管理負責人,蘆竹區長興路三段3號,(106)桃市都施使字第蘆01164號,107/07/27,'1070025658,'107010
三奇六秀社區管理委員會,蘆竹區桃園街75號,(83)桃縣工建使字第其00428號 ,107/07/16,'1070023847,'107008
寶欣-樂GO+社區管理委員會,蘆竹區新福街1-17號,(106)桃市都施使字第蘆01113號,107/07/16,'1070024246,'107009
薪尊邸管理負責人,觀音區草漯里12鄰福德街570號等,(106)桃市都施使字第觀00956號,107/07/17,'1070016748,'107014
時尚君品二期社區管理委員會,觀音區樹林里14鄰長春街149號等,(105)桃市都施使字第觀01337號,107/06/04,'1070016622,'107011
十馥管理委員會,大園區田心里30鄰華興路一段8號等,(105)桃市都施使字第園00573號,107/07/23,'1070018114,'107007
翰林貴族社區管理委員會,中壢區光明里36鄰白馬莊75之5-6號,(81)桃縣工建使字第其191號,107/08/09,'1070045084,'107035
永福名廈管理委員會,八德區大義里39鄰忠勇街199號3樓,(81)桃縣工建使字第0254號,107/08/13,'1070030566,'107013
直心巷社區管理委員會,八德區豐田路225巷7號,(102)桃縣工建使字第德00165號,107/08/15,'1070031056,'107014
儷穎耕築社區管理委員會,平鎮區延平路三段640巷151-1號,(104)桃市都建使字第平01601號,107/08/29,'1070034068,'107014
御藏社區管理委員會,八德區福興里15鄰仁德二路9號,(105)桃市都施使字第德01416號,107/08/16,'1070031164,'107015
益睿科技大樓管理負責人,蘆竹區南山北路一段72號,(107)桃市都施使字第蘆00363號,107/08/15,'1070028527,'107013
合眾內壢商場管理負責人,中壢區中華路一段665號,(107)桃市都施使字第壢00828號,107/08/17,'1070046528,'107037
莊敬紐約B社區管理負責人,觀音區草漯里4鄰福昌街43號等,(107)桃市都施使字第觀00183號,107/08/01,'1070018031,'107015
福壽臻藏管理負責人,觀音區樹林里15鄰福壽街291號等,(104)桃市都建使字第觀01070號,107/08/20,'1070019389,'107016
祥治管理負責人,大園區橫峰里23鄰水源路905號等,(107)桃市都施使字第園00335號,107/08/22,'1070021290,'107008
侑格透天別墅社區管理委員會,桃園區南埔里2鄰溫州街52巷12弄17號,(104)桃市工建使字第桃00242號,107/08/15,'1070049721,'107029
春日傳世管理委員會,桃園區春日路1434巷71號6樓,(106)桃市都施使字第桃01298號,107/08/28,'1070052877,'107033
早安藝文管理委員會,桃園區北埔里12鄰莊二街212號2樓等,(106)桃市都施使字第桃00892號,107/08/16,'1070049744,'107030
頂鉅市外桃源管理委員會,蘆竹區富國路二段755巷116-2號,(107)桃市都施使字第蘆00056號,107/08/08,'1070027475,'107012
以馬內利管理負責人,中壢區榮安五街72號5樓等,(106)桃市都施使字第壢00604號,107/08/08,'1070044177,'107034
明築向陽社區管理委員會,桃園區中正里力行路385巷68號等99戶,(107)桃市都施使字第桃00028號,107/08/20,'1070050735,'107031
貴連通新城管理委員會,蘆竹區海山路350巷18弄12號,(104)桃市都建使字第蘆00666號,107/08/07,'1070027621,'107011
天翔社區管理委員會,中壢區華美三路353號,(106)桃市都施使字第壢00517號,107/08/23,'1070047213,'107038
RichOne社區管理委員會,中壢區青埔里15鄰高鐵站前西路2段57號,(106)桃市都施使字第壢01343號,107/08/23,'1070047464,'107040
三橋管理負責人,桃園區大林里21鄰興華路2號等3戶,(106)桃市都施使字第桃00591號,107/08/10,'1070048850,'107028
陸昇威登II社區管理委員會,桃園區寶慶里中埔二街137號2樓,(103)桃縣工建使字第桃01430號,107/08/21,'1070051137,'107032
合信社區管理委員會,中壢區中華路1段644巷35弄1號,(77)桃縣工建使字第00262號,107/08/09,'1070045021,'107036
逸境管理委員會,平鎮區三和路33號6樓,(105)桃市都施使字第平01154號,107/08/23,'1070032926,'107013
維也納莊園管理委員會,龍潭區文化路1142巷12號,(104)桃市都建使字第龍01644號,107/08/20,'1070027787,'107012
京漾紅社區管理委員會,大溪區仁和路二段517巷95弄13號等,(104)桃市都建使字第溪01597號,107/09/13,'1070023055,'107005
介壽印象社區管理委員會,大溪區仁善里26鄰介壽路566巷25弄189號等,(104)桃市都建使字第溪01560號,107/08/17,'1070022594,'107002
泳嘉管理負責人,中壢區民族路六段576巷5號,(107)桃市都施使字第壢00655號,107/09/04,'1070050193,'107041
宏惠光電廠辦大樓管理負責人,中壢區安東路5號,(99)桃縣工建使字第壢00785號,107/09/17,'1070052595,'107043
聯上世紀社區管理委員會,中壢區青埔里4鄰青商路28號,(106)桃市都施使字第壢00233號,107/08/21,'1070029390,'107042
金吉社區管理負責人,中壢區福星六街30號,(106)桃市都施使字第壢01168號,107/09/17,'1070053156,'107044
豐湛3社區管理委員會,平鎮區北興街二段43號,(107)桃市都施使字第平00372號,107/09/17,'1070036940,'107016
頂好新都3期管理負責人,平鎮區南豐路132巷22號,(107)桃市都施使字第平00343號,107/09/19,'1070037118,'107017
富比仕NO.3社區管理委員會,平鎮區龍南路654巷69號,(103)桃縣工建使字第平01163號,107/09/17,'1070036877,'107015
美好社區管理委員會,桃園區忠一路35號2樓,(106)桃市都施使字第桃01327號,107/09/14,'1070057279,'107036
京城明珠管理委員會,桃園區莊二街260巷4弄29號2樓,(81)桃縣工建使字第00526號,107/09/05,'1070054908,'107034
合輝雲門社區管理委員會,桃園區新埔八街72號19樓,(106)桃市都施使字第桃00297號,107/09/25,'1070059022,'107037
昭揚家社區管理委員會,桃園區龍安里國強十街83號,(107)桃市都施使字第桃00638號,107/09/11,'1070056389,'107035
樂活墅社區管理委員會,新屋區九斗里2鄰九斗15-16號,(107)桃市都施使字第屋00142號,107/09/04,'1070018468,'107004
御墅五期社區管理委員會,楊梅區上湖里9鄰楊湖路四段208巷12號,(104)桃市工建使字第楊00106號,107/09/19,'1070032780,'107019
文化公寓管理負責人,楊梅區文化街38巷6號,(106)桃市都施使字第楊00040號,107/09/10,'1070031462,'107012
金華儷園管理委員會,楊梅區金華街49號,(84)桃縣工建使字第00563號,107/09/03,'1070027789,'107015
藝墅家管理委員會,楊梅區楊梅區民有一路105巷22號,(105)桃市都施使字第楊00083號,107/09/12,'1070031541,'107018
篤蒔綠家園管理負責人,龍潭區渴望一路158巷38-1號,(106)桃市都施使字第龍00526號,107/09/17,'1070030640,'107013
新綸和業推選管理負責人,蘆竹區南山路一段438號,(107)桃市都施使字第蘆00537號,107/09/27,'1070034583,'107014
公園墅社區管理委員會,觀音區草新里25鄰八德街23號,(104)桃市都建使字第觀01029號,107/09/28,'1070022644,'107018
時尚君品五期社區管理委員會,觀音區樹林里15鄰仁德街200號1樓等,(107)桃市都施使字第觀00410號,107/09/13,'1070021694,'107017
達莊社區管理委員會,平鎮區興隆路26巷26號3樓,(84)桃縣工建使字第01562號,107/03/27,'1070011170,'107004
傑智翔管理負責人,八德區瑞豐里1鄰豐田路31巷5弄17號,(107)桃市都施使字第德00417號,107/10/30,'1070041982,'107018
豐德管理負責人,八德區興仁里19鄰興豐路388號,(107)桃市都施使字第德00800號,107/10/09,'1070039337,'107017
青青墅管理負責人,中壢區大圳路一段96巷26號,(107)桃市都施使字第壢00292號,107/10/24,'1070060834,'107047
京沅綻社區管理委員會,中壢區松勇路196號,(107)桃市都施使字第壢00371號,107/10/11,'1070057850,'107045
海華國際星鑽社區管理委員會,中壢區新街里15鄰七和路101號,(107)桃市都施使字第壢00306號,107/10/16,'1070265433,'107046
大三民公寓大廈管理委員會,桃園區三民路三段112號等14戶,(75)桃縣工建使字第桃01063號,107/10/02,'1070060404,'107038
大智滙社區管理委員會,桃園區民光東路43巷31號5樓,(107)桃市都施使字第桃00209號,107/10/11,'1070062826,'107040
麗捷NEW ONE社區管理委員會,桃園區春日路77號5樓,(106)桃市都施使字第桃00312號,107/10/16,'1070064073,'107041
森鄰物語社區管理委員會,桃園區慈光街91巷7號3樓,(106)桃市都施使字第桃00361號,107/10/02,'1070060223,'107039
龍騰御墅社區管理委員會,楊梅區幼獅路二段392巷31弄19號,(106)桃市都施使字第楊00367號,107/10/11,'1070032605,'107014
新農大樓管理委員會,楊梅區新農街6之7號,(79)桃縣工建使字第00013號,107/10/02,'1070034035,'107020
春秋2館社區管理委員會,龍潭區中豐路中山段101號,(107)桃市都施使字第龍00497號,107/10/03,'1070032832,'107015
春秋行館社區管理委員會,龍潭區中豐路中山段95-1號,(107)桃市都施使字第龍00441號,107/10/03,'1070032830,'107014
雲上青社區管理委員會,龍潭區民族路434巷20號,(105)桃市都施使字第龍01035號,107/10/25,'1070035660,'107017
冠霖管理負責人,龜山區大同里8鄰大同路285號 等,(107)桃市都施使字第龜00824號,107/10/05,'1070035166,'107018
和歌山管理負責人,龜山區文東五街117巷35號等,(106)桃市都施使字第龜00898號,107/10/25,'1070038152,'107020
鄉荷曉露管理委員會,觀音區金橋路育仁段495號,(106)桃市都施使字第觀01267號,107/10/03,'1070023390,'107020
真澄Ⅱ社區管理委員會,觀音區莊敬路489號2樓,(106)桃市都施使字第觀01056號,107/10/02,'1070023088,'107019
莊敬紐約A社區管理負責人,觀音區福昌街31號,(107)桃市都施使字第觀00182號,107/10/18,'1070024402,'107021
深耕10社區管理委員會,八德區建德路108號5樓,(106)桃市都施使字第德00191號,107/11/27,'1070046089,'107019
錢都十期社區管理委員會,大園區自立二街25之5號二樓之一,(107)桃市都施使字第園00849號,107/11/14,'1070028733,'107011
宜雄玉環社區管理委員會,大園區致善路一段88號12樓之1,(107)桃市都施使字第園00279號,107/11/02,'1070027515,'107010
日勝陽光NO.3社區管理負責人,大園區崙后路668巷18號,(107)桃市都施使字第園00145號,107/11/05,'1070027468,'107009
昱暐公寓大廈管理負責人,大溪區松樹21-36號,(106)桃市都施使字第溪00252號,107/11/22,'1070030022,'107007
富川詠社區管理委員會,中壢區中園路187巷7號,(105)桃市都施使字第壢00074號,107/11/08,'1070063904,'107050
政芳社區管理負責人,中壢區信義里19鄰福州路163號,(106)桃市都施使字第壢01084號,107/11/21,'1070066613,'107052
吉富捷靜公寓大廈管理委員會,中壢區高鐵南路三段727巷100號,(106)桃市都施使字第壢00839號,107/11/05,'1070062996,'107049
康鈞湛社區管理委員會,中壢區陸光五街65號,(107)桃市都施使字第壢00623號,107/11/02,'1070062696,'107048
藍海帝國N'5管理委員會,中壢區過嶺里19鄰松勇三街50號,(106)桃市都施使字第壢01058號,107/11/19,'1070065855,'107051
奕居公寓大廈管理委員會,平鎮區平安南街20巷40號,(105)桃市都施使字第平01479號,107/11/22,'1070046826,'107020
明桂緣華廈管理負責人,平鎮區民族路135號,(107)桃市都施使字第平01034號,107/11/13,'1070045451,'107018
進化論社區管理委員會,平鎮區南京路12巷85號,(107)桃市都施使字第平00851號,107/11/15,'1070045685,'107019
天闊社區管理委員會,桃園區大溪區仁和里仁和東街96號之1，12樓,(107)桃市都施使字第溪00662號,107/11/21,'1070029796,'107006
